Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value
One,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,5,May 28 - June 2,27.9
One,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,5,May 28 - June 2,35.3
One,Symptoms of Anxiety Disorder,By State,California,California,5,May 28 - June 2,33.8
One,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,5,May 28 - June 2,29.4
One,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,5,May 28 - June 2,26.7
One,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,5,May 28 - June 2,26.2
One,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,5,May 28 - June 2,28.2
One,Symptoms of Anxiety Disorder,By State,Florida,Florida,5,May 28 - June 2,33.8
One,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,5,May 28 - June 2,31.7
One,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,5,May 28 - June 2,20.7
One,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,5,May 28 - June 2,28.3
One,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,5,May 28 - June 2,31.3
One,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,5,May 28 - June 2,31.5
One,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,5,May 28 - June 2,27.8
One,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,5,May 28 - June 2,28.3
One,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,5,May 28 - June 2,33.3
One,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,5,May 28 - June 2,31
One,Symptoms of Anxiety Disorder,By State,Maine,Maine,5,May 28 - June 2,25.2
One,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,5,May 28 - June 2,26.1
One,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,5,May 28 - June 2,26.7
One,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,5,May 28 - June 2,29
One,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,5,May 28 - June 2,27.5
One,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,5,May 28 - June 2,33.8
One,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,5,May 28 - June 2,30.1
One,Symptoms of Anxiety Disorder,By State,Montana,Montana,5,May 28 - June 2,22.6
One,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,5,May 28 - June 2,22.2
One,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,5,May 28 - June 2,30.3
One,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,5,May 28 - June 2,26.7
One,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,5,May 28 - June 2,31.8
One,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,5,May 28 - June 2,37.1
One,Symptoms of Anxiety Disorder,By State,New York,New York,5,May 28 - June 2,29.8
One,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,5,May 28 - June 2,29.6
One,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,5,May 28 - June 2,18.4
One,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,5,May 28 - June 2,29.6
One,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,5,May 28 - June 2,31.7
One,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,5,May 28 - June 2,35.3
One,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,5,May 28 - June 2,31.4
One,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,5,May 28 - June 2,30.8
One,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,5,May 28 - June 2,29.2
One,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,5,May 28 - June 2,26.3
One,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,5,May 28 - June 2,30.4
One,Symptoms of Anxiety Disorder,By State,Texas,Texas,5,May 28 - June 2,31.1
One,Symptoms of Anxiety Disorder,By State,Utah,Utah,5,May 28 - June 2,29.7
One,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,5,May 28 - June 2,31.8
One,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,5,May 28 - June 2,28.3
One,Symptoms of Anxiety Disorder,By State,Washington,Washington,5,May 28 - June 2,31.7
One,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,5,May 28 - June 2,33.6
One,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,5,May 28 - June 2,22.7
One,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,5,May 28 - June 2,25.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,5,May 28 - June 2,35.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,5,May 28 - June 2,49.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,5,May 28 - June 2,40.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,5,May 28 - June 2,36.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,5,May 28 - June 2,33.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,5,May 28 - June 2,27
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,5,May 28 - June 2,21.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,5,May 28 - June 2,19.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,5,May 28 - June 2,31.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,5,May 28 - June 2,39.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,5,May 28 - June 2,38.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",5,May 28 - June 2,33.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",5,May 28 - June 2,40.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",5,May 28 - June 2,34.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",5,May 28 - June 2,49.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,5,May 28 - June 2,43.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,5,May 28 - June 2,36.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,5,May 28 - June 2,38.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,5,May 28 - June 2,29.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,5,May 28 - June 2,37.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,5,May 28 - June 2,31.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,5,May 28 - June 2,32.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,5,May 28 - June 2,39
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,5,May 28 - June 2,38.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,5,May 28 - June 2,33.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,5,May 28 - June 2,35.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,5,May 28 - June 2,30.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,5,May 28 - June 2,33
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,5,May 28 - June 2,40
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,5,May 28 - June 2,34.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,5,May 28 - June 2,26.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,5,May 28 - June 2,31.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,5,May 28 - June 2,37
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,5,May 28 - June 2,36.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,5,May 28 - June 2,32.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,5,May 28 - June 2,32
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,5,May 28 - June 2,39
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,5,May 28 - June 2,36.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,5,May 28 - June 2,29.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,5,May 28 - June 2,30.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,5,May 28 - June 2,29.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,5,May 28 - June 2,34.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,5,May 28 - June 2,30
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,5,May 28 - June 2,38.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,5,May 28 - June 2,33.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,5,May 28 - June 2,28.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,5,May 28 - June 2,26.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,5,May 28 - June 2,34.2
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,5,May 28 - June 2,31.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,5,May 28 - June 2,36.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,5,May 28 - June 2,39.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,5,May 28 - June 2,34.8
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,5,May 28 - June 2,33
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,5,May 28 - June 2,26
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,5,May 28 - June 2,37
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,5,May 28 - June 2,38.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,5,May 28 - June 2,39.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,5,May 28 - June 2,35.1
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,5,May 28 - June 2,34
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,5,May 28 - June 2,35.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,5,May 28 - June 2,29.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,5,May 28 - June 2,33.6
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,5,May 28 - June 2,36.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,5,May 28 - June 2,34.5
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,5,May 28 - June 2,35.3
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,5,May 28 - June 2,31.4
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,5,May 28 - June 2,36.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,5,May 28 - June 2,38.9
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,5,May 28 - June 2,26.7
One,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,5,May 28 - June 2,32.9
One,Symptoms of Depressive Disorder,National Estimate,United States,United States,6,June 4 - June 9,25.8
One,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,6,June 4 - June 9,37
One,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,6,June 4 - June 9,29.1
One,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,6,June 4 - June 9,27
One,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,6,June 4 - June 9,26
One,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,6,June 4 - June 9,19.8
One,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,6,June 4 - June 9,13.1
One,Symptoms of Depressive Disorder,By Age,United States,80 years and above,6,June 4 - June 9,12.3
One,Symptoms of Depressive Disorder,By Gender,United States,Male,6,June 4 - June 9,23.7
One,Symptoms of Depressive Disorder,By Gender,United States,Female,6,June 4 - June 9,27.8
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,6,June 4 - June 9,30.8
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",6,June 4 - June 9,23.9
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",6,June 4 - June 9,29.6
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",6,June 4 - June 9,19.8
One,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",6,June 4 - June 9,33.9
One,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,6,June 4 - June 9,37.1
One,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,6,June 4 - June 9,27.6
One,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,6,June 4 - June 9,28.2
One,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,6,June 4 - June 9,18.9
One,Symptoms of Depressive Disorder,By State,Alabama,Alabama,6,June 4 - June 9,27.7
One,Symptoms of Depressive Disorder,By State,Alaska,Alaska,6,June 4 - June 9,21.5
One,Symptoms of Depressive Disorder,By State,Arizona,Arizona,6,June 4 - June 9,26.5
One,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,6,June 4 - June 9,26.5
One,Symptoms of Depressive Disorder,By State,California,California,6,June 4 - June 9,28.6
One,Symptoms of Depressive Disorder,By State,Colorado,Colorado,6,June 4 - June 9,23.9
One,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,6,June 4 - June 9,20.7
One,Symptoms of Depressive Disorder,By State,Delaware,Delaware,6,June 4 - June 9,25.3
One,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,6,June 4 - June 9,25.9
One,Symptoms of Depressive Disorder,By State,Florida,Florida,6,June 4 - June 9,30.2
One,Symptoms of Depressive Disorder,By State,Georgia,Georgia,6,June 4 - June 9,25.6
One,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,6,June 4 - June 9,19.5
One,Symptoms of Depressive Disorder,By State,Idaho,Idaho,6,June 4 - June 9,19.2
One,Symptoms of Depressive Disorder,By State,Illinois,Illinois,6,June 4 - June 9,27.9
One,Symptoms of Depressive Disorder,By State,Indiana,Indiana,6,June 4 - June 9,22.2
One,Symptoms of Depressive Disorder,By State,Iowa,Iowa,6,June 4 - June 9,25.7
One,Symptoms of Depressive Disorder,By State,Kansas,Kansas,6,June 4 - June 9,28.6
One,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,6,June 4 - June 9,25.5
One,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,6,June 4 - June 9,28.4
One,Symptoms of Depressive Disorder,By State,Maine,Maine,6,June 4 - June 9,20.6
One,Symptoms of Depressive Disorder,By State,Maryland,Maryland,6,June 4 - June 9,18.4
One,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,6,June 4 - June 9,21.8
One,Symptoms of Depressive Disorder,By State,Michigan,Michigan,6,June 4 - June 9,19.1
One,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,6,June 4 - June 9,19.7
One,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,6,June 4 - June 9,29.6
One,Symptoms of Depressive Disorder,By State,Missouri,Missouri,6,June 4 - June 9,23.1
One,Symptoms of Depressive Disorder,By State,Montana,Montana,6,June 4 - June 9,17.5
One,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,6,June 4 - June 9,21.7
One,Symptoms of Depressive Disorder,By State,Nevada,Nevada,6,June 4 - June 9,27.6
One,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,6,June 4 - June 9,26.2
One,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,6,June 4 - June 9,21.8
One,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,6,June 4 - June 9,23.7
One,Symptoms of Depressive Disorder,By State,New York,New York,6,June 4 - June 9,28.5
One,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,6,June 4 - June 9,21.6
One,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,6,June 4 - June 9,14.7
One,Symptoms of Depressive Disorder,By State,Ohio,Ohio,6,June 4 - June 9,26.4
One,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,6,June 4 - June 9,24.7
One,Symptoms of Depressive Disorder,By State,Oregon,Oregon,6,June 4 - June 9,27.1
One,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,6,June 4 - June 9,24.7
